id,business_name,contact_name,email,phone,address,membership_id,notes,website,google_place_id,contacted,hidden,is_member,is_past_sponsor
016fe35c-7f82-4420-bfcb-017cddaaf145,Kona Kitchen - Seattle,,,(206) 517-5662,"8501 5th Ave NE, Seattle, WA 98115",,,http://www.konakitchen.com/,ChIJS9EgJgkUkFQRf06djJkWzn4,false,false,false,false
01c1f8f9-3800-4883-b58f-b0a67d285458,Developer Business Logistics,,,(615) 320-2513,"10732 8th Ave NE APT 1, Seattle, WA 98125",,,https://developerbiz.com/,ChIJFT1PsDARkFQRadqC4IItDdQ,false,false,false,false
0389fb39-4dd6-4958-8d1f-81e46bb2b06f,Stanford's Northgate,,,(206) 834-6277,"401 NE Northgate Way Suite 1106, Seattle, WA 98125",,,https://stanfords.com/locations/northgate/,ChIJlZvFH1QRkFQRuEjAXXT2IaE,false,false,false,false
0528ba63-56f2-4da4-9869-273ecfe4ca32,The Eye Hookah Lounge,,,(206) 906-9280,"8074 Lake City Way NE, Seattle, WA 98115",,,,ChIJnZkcMqoTkFQR61K02ewT118,false,false,false,false
058b54ca-121b-4b0c-ab8e-bc928b79f1f7,Kathy Clayton Coaching,,,(206) 577-3767,"9500 Roosevelt Way NE #305, Seattle, WA 98115",,,http://www.kathyclayton.com/,ChIJwWmVofkTkFQRDJz3Wp4Sgdw,false,false,false,false
05c79c92-e7e1-4dbc-8983-1b420e2e0de3,Test,Test,test@test.com,,,,,,,false,false,false,false
07a8465a-7b27-49f2-b6ec-d0a480fb23e8,Jenerous Bodycare in Maple Leaf,,,(206) 390-4418,"9500 Roosevelt Way NE #212, Seattle, WA 98115",,,http://www.jenerousbodycare.com/,ChIJS2bQgnAVkFQRlUcuzk3FY4o,false,false,false,false
0841de2c-81b1-40be-8ac9-0d77f096bb32,Snappy Dragon,,,(206) 528-5575,"8917 Roosevelt Way NE, Seattle, WA 98115",,,http://www.snappydragon.com/,ChIJOxWO3PcTkFQRYayAXrsAuEg,false,false,false,false
08559705-afca-469a-aeef-64ba98e6b253,Maple Leaf Veterinary Care Center,,,(206) 524-2020,"8626 Roosevelt Way NE, Seattle, WA 98115",,,http://mapleleafvet.com/,ChIJ4XofyAoUkFQRQxx6o3XEXkE,false,false,false,false
08b4b5b6-b4dd-4c1d-a825-36876caa234e,Harrison Court Condominiums,,,(206) 523-0300,"132 Northeast 95th Street, 130 NE 95th St, Seattle, WA 98115",,,https://harrisoncourtcondo.wordpress.com/,ChIJEXWlyQAUkFQRFRbQwQQFlhU,false,false,false,false
08cd2e7a-b361-449e-828c-9d8cb2f8219f,"Tarutis | Legal Solutions, PS",,,(206) 223-1515,"9750 3rd Ave NE, Seattle, WA 98115",,,http://www.tarutislaw.com/,ChIJt9JvDf8TkFQR0NiYfYRmgns,false,false,false,false
09e65286-d049-46ce-a396-52b644be5b1e,The Maple,,,(206) 402-6135,"8929 Roosevelt Way NE, Seattle, WA 98115",,,http://www.themaplepub.com/,ChIJ17bj5_cTkFQRufkt2lLuh6k,false,false,false,false
0aab1eca-d6cf-40ff-974b-d67894ed9202,Northgate Plaza,,,,"Seattle, WA 98115",,,,ChIJIezdoQAUkFQRWZGXCDDDdaw,false,false,false,false
0ad603cf-a619-4460-a5ee-34644a100444,Safeway,,,(206) 525-6348,"7300 Roosevelt Way NE, Seattle, WA 98115",,,https://local.safeway.com/safeway/wa/seattle/7300-roosevelt-way-ne.html,ChIJ4xDXBnMUkFQRWZuPbk3sqqs,false,false,false,false
0e84ae80-e604-4cb1-b428-59f58742f90e,IRIS Data Services,,,(206) 547-0393,"9706 4th Ave NE, Seattle, WA 98115",,,,ChIJPdpiX8oTkFQRm8Q6ER24yMM,false,false,false,false
136eb0b2-0e7c-4778-964d-70a654e4e208,CenterWell Home Health,,,(206) 729-7773,"155 NE 100th St #200, Seattle, WA 98125",,,https://www.centerwell.com/find-care/home-health/location?location=CenterWell%20Home%20Health%20-%20Seattle&hcode=H260&utm_source=Organic&utm_campaign=GBP,ChIJ4SQ7jv8TkFQR2knhj_I1_tM,false,false,false,false
147e0d90-c5a2-41af-b68e-1f94bea788d8,Agewe Mobile Notary,,,(425) 475-0853,"9500 Roosevelt Way NE #205, Seattle, WA 98115",,,http://agewenothery.com/,ChIJS4ycTLUTkFQR9fQCvF3E30k,false,false,false,false
14ba8bbb-22ec-4fd6-851b-3e6746831a79,Salas O'Brien,,,(206) 547-1940,"10202 5th Ave NE Suite 200, Seattle, WA 98125",,,http://www.salasobrien.com/,ChIJm8rGZ_4TkFQRjy3wAV9Uh1U,false,false,false,false
15d5ba54-b8b3-4ce4-a1d1-696ad3e7f128,Bark Espresso,,,(206) 364-0185,"11335 Roosevelt Way NE, Seattle, WA 98125",,,http://www.barkespresso.com/,ChIJHULZmlkRkFQR6ZXOOlmQPJI,false,false,false,false
1684f0cc-4127-4ab7-847a-6fb661b365ca,Maple Leaf,,,(206) 250-9731,"8829 Roosevelt Way NE, Seattle, WA 98115",,,https://www.liveatmapleleaf.com/,ChIJtRBSPKsVkFQRJ6otEi4B2PM,false,false,false,false
1851c0fa-ab6c-4077-869e-5964655eda12,Maple Leaf Reservoir Park,,,(206) 684-4075,"1020 NE 82nd St, Seattle, WA 98115",,,http://www.seattle.gov/parks/find/parks/maple-leaf-reservoir-park,ChIJD21VGwoUkFQRJsVQ1pc8Vno,false,false,false,false
1a2f5ef1-29b0-4756-9dfd-f26a1ac0521d,Beadworld,,,(206) 523-0530,"9524 Roosevelt Way NE, Seattle, WA 98115",,,http://www.beadworldnw.com/,ChIJS6w-dfkTkFQR9bIXEGQmgOs,false,false,false,false
1b13abae-3794-4c7d-9a00-c0f614901343,Seattle Patient Advocates,,,(206) 528-5885,"1031 NE 95th St, Seattle, WA 98115",,,https://seattlepatientadvocates.com/,ChIJe4MUWg8TkFQRjxd2RIlW39k,false,false,false,false
1d5bafba-6a7c-4e22-9a0f-edac6a38281a,Adams Residential Contracting Inc,,,(206) 523-3005,"9422 Roosevelt Way NE, Seattle, WA 98115",,,http://www.adamsresidential.com/,ChIJd2bxbvkTkFQRIVj7gONw7L4,false,false,false,false
1d675c77-1e6a-472e-8a48-75a6577e3f69,Local Seattle Masonry & Construction,,,(206) 317-2191,"10202 5th Ave NE Suite 200, Seattle, WA 98125",,,https://www.localseattlemasonrywa.com/,ChIJjzAsoOcTkFQRfun1uPTQNac,false,false,false,false
1dd419e7-7d56-4856-ab9c-d13262095abd,Sound Point Property Management,,,(206) 397-3829,"8901 Roosevelt Way NE, Seattle, WA 98115",,,http://www.soundpointpm.com/,ChIJd6qkSBcUkFQRzXrFyu1YqIA,false,false,false,false
1e07ae3a-08b3-4ffd-b5b8-a485080f8530,Salon LeJune,,,(206) 708-1752,"8306 5th Ave NE, Seattle, WA 98115",,,https://www.salonlejune.com/,ChIJM6L_cvUVkFQRBq1bJTkjFV0,false,false,false,false
21c3864a-9089-4681-a368-e4252126421f,Modena Pizza & Pasta,,,(206) 523-9999,"8014 Lake City Way NE, Seattle, WA 98115",,,https://order.toasttab.com/online/modena-8014-lake-city-way-ne,ChIJnUgruQoUkFQRtWpMxWo-hTk,false,false,false,false
222dda85-ac9d-48cc-a144-3f3301559090,Maple Leaf Hardware,,,(206) 522-3324,"9000 Roosevelt Way NE, Seattle, WA 98115",,,https://mapleleaface.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18238,ChIJJfDt6vcTkFQRvQIt0LULfSc,false,false,false,false
236fd291-d170-4b4b-9dc2-bbd13b09c9c9,Kizuki Ramen & Izakaya (Northgate),,,(877) 839-0559,"319 NE Thornton Pl, Seattle, WA 98125",,,https://www.kizuki.com/,ChIJYd0ttf8TkFQRrhTGvfpXTsc,false,false,false,false
23b82237-ad23-4893-9e1c-48a202d8c81b,Project 9 Brewing Company,,,,"1409 NE 80th St, Seattle, WA 98115",,,https://www.project9brewing.com/,ChIJi9JuqSsVkFQRVrDJzThzr64,false,false,false,false
24551b46-cf76-462f-8b27-c92c46f3060d,APM Real Estate Management,,,(206) 364-4481,"8806 Roosevelt Way NE, Seattle, WA 98115",,,,ChIJlQ6u1QkUkFQRW-uNo96eWkA,false,false,false,false
25cf8d40-0b92-4eea-8166-14ae152fa3b6,Eakman Construction,,,(206) 972-2275,"9226 Roosevelt Way NE, Seattle, WA 98115",,,http://eakmanconstruction.com/,ChIJe-aDyfkTkFQRJfdQPUA_7IA,false,false,false,false
25f00e42-10a2-473b-92b3-9dfa1784b7bd,Roosevelt Station - Bay 1,,,,"Seattle, WA 98115, USA",,,,ChIJf_AItm8UkFQR3J5okujcR8Q,false,false,false,false
26288e57-8b0e-4450-a704-0f42536e707a,7-Eleven,,,(206) 524-0660,"9126 Roosevelt Way NE, Seattle, WA 98115",,,https://www.7-eleven.com/locations/wa/seattle/9126-roosevelt-way-ne-14355?utm_source=G&utm_medium=local&utm_campaign=google-local,ChIJvYW4KPgTkFQR3JusedHxFds,false,false,false,false
28d799ac-a889-4e97-847f-ef80a3909437,"Math 'n' Stuff - Puzzles, Toys, and Games",,,(206) 522-8891,"8926 Roosevelt Way NE, Seattle, WA 98115",,,http://www.mathnificent.com/,ChIJ06LVw_cTkFQRWVKTEYLRvdU,false,false,false,false
2ae0abc6-417f-4ae7-8d78-c6e5107c238c,Regus,,,(206) 776-1131,"10202 5th Ave NE Suite 200, Seattle, WA 98125",,,https://www.regus.com/en/us/6444?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,ChIJ77kYRSgTkFQR_b49z5JTnso,false,false,false,false
3370ac92-3417-405b-83da-ba7c556eb95e,Loxicha Authentic Oaxacan Food,,,(206) 742-2482,"11546-11552, 11546 15th Ave NE, Seattle, WA 98125",,,https://www.facebook.com/Loxicha-food-truck-107792719672471/,ChIJnZdUJlwRkFQROASwoZFjLqw,false,false,false,false
3413dbba-33f6-4456-92d5-766049ca7367,Pavilion Commercial Refrigeration Serv,,,(206) 203-7406,"10712 5th Ave NE, Seattle, WA 98125",,,,ChIJcRgUpboRkFQR2HOSwNh2Ors,false,false,false,false
34a597b8-2634-40c6-bbab-1c8a4fe3a5ad,Anne LW Gould,,,(206) 623-1719,"9500 Roosevelt Way NE, Seattle, WA 98115",,,,ChIJwWmVofkTkFQRVYx_FNwTKFk,false,false,false,false
38f41949-7463-4b2d-87f9-7f0218609a7e,Auberron Group,,,,"155 NE 100th St, Seattle, WA 98125",,,http://www.auberron.com/,ChIJMzpknf8TkFQRBdij70ywk74,false,false,false,false
3b4a097f-8985-43f8-a702-002b509cab03,Pandora's Adult Cabaret,,,(206) 524-6003,"8914 Lake City Way NE, Seattle, WA 98115",,,http://pandorascabaret.com/,ChIJt0_mffETkFQRC4ulguStoew,false,false,false,false
3b87ce09-72e4-42a3-95c0-22f6e7544d38,TRI STAR Team | RE/MAX NW,,,(206) 779-4404,"300 NE 97th St, Seattle, WA 98115",,,http://www.tristarteam.com/,ChIJpb2PIRkTkFQRlFsczyqZhnE,false,false,false,false
3c7427c8-f098-4221-ae7a-42f1c5942a4d,Fairwind Construction,,,(206) 412-4613,"829 NE 94th St, Seattle, WA 98115",,,,ChIJ7_VIPOoTkFQRcgWxiVqA7gg,false,false,false,false
3ea275ce-baeb-43fa-8a15-669c88701bf8,The SweetSide,,,(206) 547-2253,"8310 5th Ave NE, Seattle, WA 98115",,,http://www.thesweetsideseattle.com/,ChIJeU12zFgUkFQRxG64Mq4z1C0,false,false,false,false
